1,48,48,48.000,.875,1.00,10.50,42,48,4,positive
1,29,29,29.000,.586,1.00,2.13,17,29,8,positive
1,17,17,17.000,.412,1.00,1.75,7,17,4,positive
8,46,368,5.750,.318,.818,2.09,117,301,56,negative
7,31,217,4.429,.295,.857,1.64,64,186,39,negative
6,17,102,2.833,.314,.686,2.29,32,70,14,negative
8,59,472,7.375,.292,.888,1.82,138,419,76,negative
7,17,119,2.429,.387,.857,2.71,46,102,17,negative
8,28,224,3.500,.259,.844,1.93,58,189,30,negative
8,45,360,5.625,.206,.789,1.80,74,284,41,negative
11,123,1353,11.182,.250,.514,1.95,338,695,173,negative
11,9,99,.818,.465,.768,3.83,46,76,12,negative
11,8,88,.727,.602,1.00,4.08,53,88,13,negative
11,61,671,5.545,.361,.614,5.04,242,412,48,negative
28,330,9240,11.786,.057,.066,31.00,527,614,17,positive
212,464,98368,2.189,.052,.070,11.84,5066,6884,428,positive
10,38,380,3.800,.432,.939,2.78,164,357,59,negative
9,36,324,4.000,.556,.923,3.21,180,299,56,negative
9,98,882,10.889,.491,.974,2.78,433,859,156,negative
9,21,189,2.333,.487,.857,3.29,92,162,28,negative
10,49,490,4.900,.590,.982,3.11,289,481,93,negative
3,286,858,95.333,.406,.427,87.00,348,366,4,positive
